,Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission,Recycle_Glass,Recycle_Metal,Recycle_Paper,Recycle_Plastic,Cook_Airfryer,Cook_Grill,Cook_Microwave,Cook_Oven,Cook_Stove
185,overweight,female,pescatarian,more frequently,coal,public,bus,sometimes,76,rarely,1924,medium,1,14,19,2,0,1139,1,1,1,1,0,0,1,1,1
186,underweight,female,pescatarian,daily,natural gas,walk/bicycle,none,never,207,never,64,large,2,8,13,14,0,682,1,1,1,1,1,1,0,1,1
187,overweight,male,vegan,daily,natural gas,private,electric,often,234,never,8659,large,1,8,10,11,2,926,0,1,1,0,1,1,1,0,1
188,normal,female,pescatarian,daily,coal,walk/bicycle,none,sometimes,93,rarely,82,small,1,17,8,23,2,1037,1,0,1,0,1,1,0,1,1
189,normal,female,vegan,less frequently,electricity,walk/bicycle,none,often,76,very frequently,31,small,4,1,0,0,0,1467,1,0,1,0,0,0,0,0,1
190,normal,male,omnivore,more frequently,natural gas,private,electric,never,67,rarely,5230,medium,3,5,6,0,1,914,1,1,0,1,0,0,1,1,1
191,underweight,female,omnivore,twice a day,electricity,public,bus,never,101,frequently,450,extra large,4,22,35,20,0,1741,0,0,1,1,1,1,1,0,0
192,underweight,male,vegetarian,more frequently,coal,public,bus,sometimes,73,very frequently,441,small,2,19,46,13,2,2742,0,1,0,1,1,1,1,0,1
193,obese,female,vegetarian,twice a day,wood,private,lpg,never,280,rarely,6160,large,2,1,8,19,0,2988,0,1,1,1,1,1,1,1,1
194,overweight,female,vegan,twice a day,coal,walk/bicycle,none,often,85,frequently,35,medium,4,20,34,4,1,2160,1,0,0,1,1,1,0,0,1
195,overweight,male,pescatarian,less frequently,natural gas,walk/bicycle,none,sometimes,256,frequently,57,large,6,5,44,24,2,3098,1,0,0,0,1,1,0,1,0
196,normal,male,vegetarian,daily,wood,walk/bicycle,none,sometimes,193,very frequently,7,extra large,3,10,43,7,1,2764,1,0,1,1,1,1,0,1,0
197,underweight,male,pescatarian,less frequently,wood,private,hybrid,never,145,frequently,5469,medium,4,16,5,5,0,2335,0,0,1,1,0,0,1,0,1
198,underweight,female,pescatarian,twice a day,wood,walk/bicycle,none,sometimes,282,frequently,6,medium,3,12,23,7,1,1462,1,1,1,1,1,1,1,0,1
199,obese,male,omnivore,daily,coal,public,bus,sometimes,133,frequently,21,small,3,5,31,11,1,2356,1,1,1,0,0,0,0,1,0
200,underweight,male,vegetarian,daily,coal,public,bus,sometimes,232,rarely,1127,medium,1,19,45,16,0,1731,1,0,1,1,0,0,1,1,0
201,normal,female,omnivore,daily,coal,walk/bicycle,none,never,129,never,7,medium,2,22,25,18,0,1162,1,0,1,0,0,0,0,0,0
202,normal,female,vegetarian,more frequently,coal,private,electric,often,140,frequently,6028,extra large,3,11,12,19,0,1884,0,1,0,0,0,0,0,0,0
203,underweight,male,vegan,daily,wood,private,lpg,sometimes,155,rarely,1669,small,3,1,18,15,1,1505,1,0,1,0,1,1,0,1,0
204,obese,male,pescatarian,less frequently,wood,public,bus,often,171,never,1972,small,6,11,0,4,2,1252,0,1,0,1,1,1,0,1,1
205,normal,female,omnivore,less frequently,electricity,public,bus,sometimes,274,never,684,medium,6,9,22,10,0,1360,1,0,0,1,1,1,1,0,0
206,overweight,male,omnivore,twice a day,coal,walk/bicycle,none,sometimes,264,very frequently,13,large,4,15,42,20,1,3824,1,0,0,1,0,0,0,1,1
207,normal,male,vegan,daily,coal,private,lpg,often,98,very frequently,8061,small,7,14,18,4,1,4580,1,1,1,1,0,0,0,1,1
208,normal,female,vegan,twice a day,coal,private,lpg,often,252,never,2544,extra large,7,24,50,24,1,2833,1,1,1,1,0,0,1,1,1
209,underweight,male,vegetarian,twice a day,electricity,walk/bicycle,none,sometimes,256,rarely,46,extra large,1,17,35,14,2,1131,1,1,1,0,1,1,1,1,1
210,normal,male,pescatarian,twice a day,electricity,public,bus,often,209,very frequently,62,small,1,24,18,9,0,2382,0,0,0,0,0,0,0,1,0
211,normal,male,vegan,less frequently,wood,private,electric,often,269,frequently,4447,extra large,4,12,43,7,1,2649,0,0,0,1,0,0,1,0,0
212,normal,male,pescatarian,more frequently,wood,private,diesel,often,113,rarely,4303,small,7,17,23,17,2,2706,0,0,1,1,0,0,1,1,1
213,overweight,male,vegan,daily,electricity,private,lpg,sometimes,270,very frequently,3176,medium,5,24,16,0,1,3045,1,1,1,1,0,0,0,1,1
214,underweight,male,pescatarian,more frequently,wood,private,diesel,never,72,rarely,7255,small,2,0,50,1,1,3134,0,0,1,0,1,1,0,1,0
215,obese,male,vegan,less frequently,wood,walk/bicycle,none,sometimes,101,very frequently,62,extra large,7,2,19,11,0,3619,0,0,1,0,1,1,0,1,1
216,underweight,male,omnivore,less frequently,wood,private,petrol,sometimes,196,very frequently,6254,small,6,21,45,20,2,5013,1,1,0,1,0,0,1,0,0
217,overweight,female,vegan,twice a day,coal,walk/bicycle,none,never,277,very frequently,93,medium,3,17,17,24,2,2443,1,0,1,0,0,0,0,0,0
218,normal,female,omnivore,twice a day,wood,walk/bicycle,none,never,91,never,86,small,3,2,8,7,1,488,1,1,1,1,1,1,1,0,1
219,overweight,male,pescatarian,twice a day,wood,public,bus,never,97,rarely,357,extra large,7,4,39,23,1,2409,1,0,1,0,0,0,1,1,0
220,overweight,male,vegan,less frequently,wood,private,petrol,often,244,very frequently,8725,large,7,10,46,1,1,7159,0,1,0,1,0,0,0,0,1
221,overweight,male,vegetarian,daily,natural gas,public,bus,never,108,very frequently,1753,medium,5,13,16,2,2,2670,0,0,1,0,0,0,0,1,1
222,overweight,female,omnivore,daily,wood,walk/bicycle,none,never,106,very frequently,45,large,1,19,44,16,0,2321,1,1,1,1,1,1,1,0,1
223,underweight,male,vegan,twice a day,coal,public,bus,never,103,rarely,292,small,5,14,25,11,1,1574,0,0,1,0,1,1,1,1,1
224,overweight,female,vegetarian,less frequently,coal,public,bus,sometimes,220,very frequently,1739,medium,6,20,0,20,2,2471,0,1,1,1,1,1,1,0,1
225,obese,male,omnivore,less frequently,electricity,walk/bicycle,none,never,287,frequently,2,small,6,14,27,23,0,2541,0,0,1,0,0,0,1,0,1
226,overweight,female,omnivore,daily,wood,walk/bicycle,none,sometimes,123,very frequently,38,medium,3,0,21,19,2,2298,1,0,1,1,1,1,0,0,0
227,overweight,male,pescatarian,less frequently,electricity,public,bus,never,259,rarely,970,large,1,18,31,15,0,1445,0,1,0,1,1,1,0,0,0
228,overweight,male,vegan,twice a day,natural gas,private,lpg,sometimes,172,never,8616,extra large,7,12,2,16,1,4240,1,1,1,1,0,0,0,0,0
229,underweight,male,pescatarian,twice a day,coal,public,bus,never,227,very frequently,635,small,3,4,42,11,2,2650,0,1,1,0,0,0,0,0,1
230,normal,female,omnivore,twice a day,coal,private,electric,sometimes,161,never,2914,medium,1,3,13,23,0,1033,1,1,1,0,1,1,1,1,1
231,underweight,male,pescatarian,more frequently,electricity,walk/bicycle,none,never,146,rarely,92,small,3,21,26,15,0,990,1,1,0,1,0,0,0,1,1
232,normal,female,vegan,twice a day,electricity,walk/bicycle,none,often,151,never,67,large,6,13,6,7,2,937,0,1,1,0,1,1,1,1,0
233,overweight,female,pescatarian,daily,electricity,private,diesel,sometimes,244,frequently,6972,medium,5,3,23,23,0,3483,0,1,0,1,0,0,1,1,1
234,obese,female,pescatarian,twice a day,natural gas,private,petrol,never,193,very frequently,9812,large,3,5,31,17,0,6515,0,1,1,1,1,1,1,0,1
235,normal,male,omnivore,less frequently,wood,public,bus,sometimes,255,very frequently,1057,small,7,8,27,18,0,2929,0,1,1,1,1,1,0,1,1
236,normal,male,pescatarian,daily,wood,private,lpg,often,125,rarely,3295,large,1,11,34,11,0,2377,1,0,0,1,0,0,1,1,1
237,underweight,female,omnivore,more frequently,coal,walk/bicycle,none,sometimes,52,frequently,97,small,1,7,9,10,0,1252,0,1,1,1,1,1,1,0,1
238,normal,female,omnivore,twice a day,wood,private,electric,never,252,rarely,9705,extra large,6,9,8,23,0,1874,0,0,0,0,1,1,0,0,0
239,underweight,female,vegan,less frequently,natural gas,private,diesel,sometimes,69,rarely,3105,small,6,8,38,2,1,1579,1,1,1,0,0,0,0,1,1
240,overweight,male,omnivore,more frequently,natural gas,walk/bicycle,none,sometimes,139,never,6,extra large,1,23,2,11,1,974,1,0,1,0,1,1,0,1,0
241,overweight,male,vegetarian,more frequently,electricity,walk/bicycle,none,often,242,very frequently,34,small,2,15,42,8,2,2607,0,1,1,0,0,0,1,1,0
242,underweight,male,pescatarian,twice a day,natural gas,public,bus,often,224,frequently,1328,large,2,24,28,22,0,2054,0,1,1,0,0,0,1,1,1
243,normal,male,omnivore,less frequently,coal,public,bus,often,242,never,779,small,7,7,16,12,1,1662,0,1,0,0,1,1,1,1,0
244,overweight,female,vegan,daily,natural gas,public,bus,never,193,rarely,913,extra large,4,5,29,1,2,1463,0,0,1,0,0,0,1,0,0
245,overweight,female,pescatarian,more frequently,wood,private,electric,never,79,rarely,5464,small,1,19,45,14,0,1143,1,1,1,1,1,1,0,0,0
246,underweight,male,pescatarian,daily,wood,private,diesel,never,222,never,3912,medium,6,7,41,20,1,2790,0,0,0,0,1,1,0,0,0
247,overweight,female,omnivore,more frequently,natural gas,walk/bicycle,none,sometimes,271,rarely,89,extra large,7,5,46,20,1,2629,0,1,1,0,1,1,1,1,0
248,overweight,female,omnivore,daily,wood,private,hybrid,never,193,frequently,4359,medium,5,15,9,5,0,2338,1,0,1,0,1,1,1,1,0
249,overweight,female,pescatarian,daily,coal,private,diesel,never,156,rarely,7873,large,7,21,44,6,0,3984,0,0,1,1,1,1,1,0,1
250,normal,male,pescatarian,more frequently,natural gas,public,bus,never,168,rarely,374,small,2,20,34,3,1,1253,1,1,1,0,0,0,1,1,1
251,obese,female,vegetarian,less frequently,natural gas,public,bus,sometimes,175,rarely,1218,medium,1,10,17,19,0,1480,1,0,0,0,0,0,1,0,1
252,overweight,female,omnivore,less frequently,natural gas,walk/bicycle,none,often,212,rarely,1,medium,1,4,38,9,0,1556,0,0,1,1,0,0,0,1,0
253,overweight,male,omnivore,daily,natural gas,public,bus,never,101,never,638,medium,7,8,36,1,2,1847,0,0,0,0,0,0,1,0,0
254,normal,female,omnivore,twice a day,natural gas,private,hybrid,sometimes,296,rarely,8641,medium,4,19,3,20,1,2778,1,0,0,1,1,1,0,1,1
255,normal,male,omnivore,more frequently,coal,walk/bicycle,none,never,66,never,46,small,5,14,50,14,0,1828,0,0,0,1,1,1,0,0,0
256,overweight,female,vegetarian,less frequently,wood,private,hybrid,never,210,rarely,2871,large,1,15,35,0,2,1684,0,0,1,0,0,0,0,0,0
257,obese,female,omnivore,daily,coal,public,bus,sometimes,189,very frequently,978,extra large,1,15,46,24,2,3503,1,0,1,1,1,1,1,0,1
258,normal,female,omnivore,twice a day,natural gas,public,bus,often,225,very frequently,1585,medium,1,12,36,1,0,2540,1,1,0,0,1,1,1,1,0
259,underweight,female,vegan,more frequently,wood,walk/bicycle,none,sometimes,139,never,92,extra large,2,11,21,1,1,838,1,1,0,1,0,0,1,1,1
260,normal,female,vegetarian,less frequently,coal,private,lpg,often,217,very frequently,4197,medium,4,17,28,8,0,3559,1,1,0,1,0,0,0,0,1
261,normal,female,vegan,more frequently,electricity,public,bus,often,275,frequently,199,medium,4,15,2,16,0,1237,1,1,0,1,1,1,0,0,0
262,normal,female,omnivore,more frequently,coal,public,bus,never,81,frequently,732,medium,4,1,6,1,1,1406,0,1,1,0,1,1,1,1,0
263,underweight,male,vegan,daily,natural gas,public,bus,never,270,frequently,584,medium,6,5,4,15,1,1812,0,0,0,1,0,0,0,1,0
264,underweight,male,pescatarian,daily,natural gas,public,bus,sometimes,219,very frequently,476,large,4,17,26,10,1,2784,1,0,1,1,0,0,0,0,0
265,obese,female,omnivore,twice a day,electricity,public,bus,never,207,very frequently,1507,extra large,4,24,2,15,1,2554,1,1,0,0,0,0,0,0,0
266,underweight,male,vegetarian,twice a day,wood,private,electric,never,131,rarely,6915,small,5,0,28,5,1,1203,1,0,1,0,1,1,1,1,0
267,underweight,female,vegan,less frequently,coal,public,bus,sometimes,56,rarely,133,large,4,11,8,5,0,1167,1,0,1,1,1,1,1,0,0
268,normal,male,vegetarian,more frequently,coal,walk/bicycle,none,never,184,rarely,9,medium,1,13,30,3,2,1279,0,1,1,0,0,0,1,0,1
269,overweight,female,vegan,daily,electricity,walk/bicycle,none,often,250,never,34,small,6,5,6,22,0,842,1,1,0,1,1,1,1,0,1
270,normal,male,vegetarian,more frequently,coal,private,electric,often,85,very frequently,9359,large,2,19,32,10,2,2654,0,1,1,1,1,1,0,0,0
271,underweight,female,pescatarian,more frequently,natural gas,walk/bicycle,none,never,126,never,62,extra large,1,13,27,4,1,830,1,0,1,1,0,0,1,1,0
272,underweight,male,vegan,more frequently,natural gas,public,bus,sometimes,297,rarely,1681,large,3,2,24,19,0,1624,1,1,0,0,0,0,0,1,0
273,underweight,male,vegetarian,twice a day,coal,walk/bicycle,none,never,210,never,93,medium,3,16,50,7,2,1439,0,1,1,1,0,0,0,0,0
274,underweight,male,omnivore,less frequently,coal,walk/bicycle,none,often,245,very frequently,56,small,1,11,43,13,0,2904,1,1,0,0,0,0,1,0,0
275,overweight,female,pescatarian,less frequently,coal,private,lpg,often,293,very frequently,3509,medium,7,9,33,14,1,4103,0,1,0,0,0,0,1,0,1
276,overweight,female,vegetarian,more frequently,wood,walk/bicycle,none,never,173,rarely,37,small,2,15,34,10,0,1060,1,1,1,1,1,1,1,0,1
277,underweight,male,omnivore,more frequently,coal,private,lpg,often,123,very frequently,6731,small,2,7,19,12,2,4203,0,0,1,0,1,1,1,1,0
278,underweight,female,vegetarian,daily,coal,public,bus,never,75,rarely,1388,small,1,19,5,6,1,856,1,0,1,1,0,0,1,1,1
279,normal,male,vegetarian,less frequently,electricity,private,electric,sometimes,256,frequently,159,extra large,7,4,33,16,0,2433,0,1,0,1,1,1,1,1,0
280,normal,male,vegetarian,daily,coal,private,petrol,sometimes,73,never,7976,extra large,5,5,15,0,0,4483,0,1,1,1,0,0,1,0,1
281,obese,male,omnivore,more frequently,electricity,public,bus,often,273,never,1032,small,7,7,13,18,2,1661,0,0,1,1,1,1,1,1,0
282,underweight,male,vegan,daily,coal,public,bus,often,129,rarely,1351,medium,6,5,13,7,0,1484,0,1,1,1,0,0,0,0,0
283,overweight,female,vegetarian,less frequently,natural gas,public,bus,often,65,very frequently,436,small,2,9,46,23,2,2955,0,0,0,0,1,1,0,0,1
284,normal,female,vegan,less frequently,wood,private,lpg,sometimes,231,rarely,4595,medium,4,16,41,10,2,2590,0,1,0,0,0,0,1,1,1
285,underweight,male,vegetarian,less frequently,wood,public,bus,often,271,never,770,small,4,0,37,1,1,1166,0,1,1,1,0,0,0,0,1
286,obese,female,omnivore,less frequently,natural gas,public,bus,sometimes,137,rarely,1632,large,2,13,23,20,0,1742,0,1,0,0,0,0,1,0,0
287,obese,female,pescatarian,less frequently,natural gas,public,bus,never,54,rarely,69,extra large,5,0,15,17,1,1628,1,1,0,0,0,0,1,0,1
288,obese,male,pescatarian,more frequently,electricity,public,bus,often,219,never,1876,large,4,14,37,14,0,2090,1,1,0,0,1,1,0,1,1
289,normal,male,vegan,daily,coal,public,bus,sometimes,68,never,158,medium,3,5,38,7,1,1327,0,1,1,1,1,1,0,0,1
290,obese,female,omnivore,daily,coal,public,bus,never,289,frequently,838,extra large,6,18,5,6,2,2673,1,1,0,0,0,0,0,1,0
291,overweight,male,vegetarian,more frequently,electricity,private,diesel,sometimes,76,rarely,2723,large,7,6,28,17,0,2664,1,0,0,1,0,0,1,0,1
292,underweight,female,vegan,twice a day,electricity,public,bus,never,67,frequently,593,medium,2,11,26,17,1,1239,0,0,1,0,0,0,1,0,0
293,normal,female,vegan,daily,wood,private,petrol,sometimes,296,never,4910,extra large,5,5,40,22,1,2991,1,1,0,1,0,0,0,1,0
294,overweight,female,omnivore,twice a day,natural gas,walk/bicycle,none,never,244,rarely,61,medium,7,0,19,9,1,1688,1,0,0,1,0,0,1,0,1
295,normal,female,omnivore,daily,coal,walk/bicycle,none,often,105,rarely,54,small,2,7,49,6,2,1563,0,1,1,0,1,1,1,0,0
296,overweight,male,pescatarian,daily,natural gas,private,diesel,often,275,rarely,4425,medium,2,11,13,23,1,3127,0,0,0,1,1,1,0,1,0
297,obese,male,omnivore,more frequently,coal,walk/bicycle,none,never,83,very frequently,85,large,6,0,41,22,2,4095,0,0,0,1,1,1,1,1,0
298,overweight,female,vegetarian,more frequently,coal,private,hybrid,sometimes,162,rarely,7434,medium,6,14,14,5,2,2486,1,1,1,1,1,1,0,0,1
299,obese,male,omnivore,less frequently,electricity,private,petrol,never,209,frequently,7258,large,1,9,27,18,0,5082,0,1,1,0,0,0,1,1,0
300,obese,male,vegan,twice a day,wood,walk/bicycle,none,never,76,never,7,extra large,5,2,39,22,2,2160,0,0,1,0,1,1,1,0,1
301,obese,male,vegetarian,daily,coal,walk/bicycle,none,sometimes,72,frequently,74,small,3,2,19,5,0,2091,0,0,1,1,0,0,1,1,1
302,normal,male,vegan,twice a day,electricity,walk/bicycle,none,sometimes,282,never,37,extra large,5,14,30,22,0,1696,1,0,1,0,1,1,1,0,1
303,overweight,male,vegan,more frequently,coal,private,electric,sometimes,298,never,1170,small,1,15,1,22,2,1009,1,1,0,0,0,0,1,0,0
304,underweight,male,omnivore,twice a day,wood,private,hybrid,never,170,never,6890,small,2,15,39,11,2,2134,1,1,1,0,0,0,1,0,0
305,obese,male,vegan,less frequently,coal,public,bus,sometimes,234,rarely,506,small,4,12,43,0,2,2047,0,1,0,0,0,0,0,1,1
306,normal,male,omnivore,more frequently,natural gas,walk/bicycle,none,often,282,never,99,large,6,10,28,14,1,2190,0,0,0,1,1,1,1,0,1
307,overweight,female,vegetarian,daily,natural gas,private,electric,never,215,never,1695,small,6,22,31,24,2,1177,0,1,1,0,0,0,1,0,1
308,overweight,female,pescatarian,twice a day,electricity,private,electric,never,175,frequently,5671,small,4,16,45,14,2,1814,1,0,0,1,0,0,0,1,1
309,underweight,female,omnivore,daily,electricity,private,electric,often,190,never,8553,medium,6,6,44,19,2,1284,1,1,0,1,1,1,1,1,1
310,underweight,male,pescatarian,more frequently,coal,public,bus,often,73,rarely,1418,large,7,15,6,12,2,1839,0,1,1,0,1,1,0,1,1
311,underweight,female,pescatarian,twice a day,electricity,public,bus,never,214,rarely,382,large,3,10,24,18,1,1026,1,0,1,1,1,1,0,0,1
312,underweight,female,omnivore,twice a day,natural gas,private,lpg,often,127,never,5005,large,6,20,37,6,2,2600,1,0,1,1,1,1,0,0,0
313,normal,female,vegetarian,twice a day,electricity,walk/bicycle,none,often,62,very frequently,77,extra large,4,3,33,10,0,2189,1,1,1,0,0,0,1,0,1
314,underweight,male,vegetarian,daily,electricity,public,bus,sometimes,199,rarely,194,large,2,17,45,5,1,1500,0,0,0,0,0,0,0,0,1
315,underweight,male,vegetarian,more frequently,wood,public,bus,never,256,frequently,1446,small,6,16,25,5,1,1685,0,1,1,1,0,0,1,1,0
316,normal,female,vegan,daily,coal,walk/bicycle,none,sometimes,223,frequently,58,medium,6,13,26,7,1,1914,1,0,1,0,1,1,1,0,0
317,overweight,female,vegan,less frequently,natural gas,private,hybrid,never,185,rarely,7570,extra large,2,14,48,13,0,2845,1,0,1,0,1,1,1,0,0
318,underweight,female,vegan,daily,natural gas,private,hybrid,often,125,rarely,8298,large,2,4,12,12,1,2152,1,1,0,0,0,0,1,1,0
319,overweight,female,pescatarian,more frequently,coal,private,electric,often,294,very frequently,3216,small,1,5,20,21,1,2577,1,0,1,1,0,0,1,0,1
320,obese,female,omnivore,twice a day,coal,private,lpg,often,187,rarely,9945,medium,3,1,9,13,2,4220,1,0,1,1,0,0,0,0,1
321,underweight,male,pescatarian,less frequently,natural gas,public,bus,often,155,never,499,large,6,17,5,2,2,1199,1,1,0,1,1,1,0,0,0
322,underweight,female,vegan,more frequently,wood,public,bus,often,277,frequently,1426,large,3,4,13,16,1,1552,1,1,1,1,1,1,0,1,1
323,obese,male,omnivore,twice a day,coal,private,electric,never,296,very frequently,95,small,5,9,15,11,2,3294,0,0,1,1,0,0,0,0,1
324,obese,female,vegan,daily,coal,private,diesel,often,213,very frequently,1467,small,6,7,28,1,1,3243,1,1,0,0,0,0,1,0,1
325,normal,female,pescatarian,twice a day,coal,public,bus,often,269,never,1172,extra large,2,7,44,20,0,1675,0,1,1,1,0,0,0,1,1
326,normal,female,vegetarian,twice a day,electricity,public,bus,often,86,rarely,1212,small,7,6,24,3,0,1304,0,0,0,0,1,1,1,0,1
327,underweight,male,omnivore,twice a day,electricity,walk/bicycle,none,often,228,very frequently,99,large,6,13,24,18,0,2878,0,0,1,1,0,0,1,1,1
328,underweight,male,pescatarian,twice a day,electricity,private,hybrid,never,243,never,2787,large,2,21,16,14,2,1126,0,1,1,0,0,0,0,1,0
329,underweight,male,omnivore,twice a day,natural gas,walk/bicycle,none,sometimes,276,rarely,7,large,3,10,28,12,1,1489,0,1,1,1,1,1,0,0,1
330,normal,male,omnivore,more frequently,electricity,private,electric,often,292,frequently,3347,medium,4,24,40,0,2,1954,1,1,1,1,1,1,0,1,0
331,underweight,female,vegan,daily,electricity,public,bus,never,282,frequently,1475,large,7,0,31,9,1,1957,1,0,0,1,1,1,1,1,1
332,obese,female,pescatarian,less frequently,natural gas,public,bus,often,74,very frequently,1873,extra large,7,9,36,23,0,3778,1,1,0,0,0,0,0,0,0
333,underweight,female,vegan,twice a day,natural gas,public,bus,never,208,very frequently,1661,extra large,2,24,29,10,2,2069,1,1,0,0,1,1,0,0,0
334,normal,male,omnivore,less frequently,coal,public,bus,never,260,frequently,774,large,2,6,34,24,0,2421,0,1,1,1,0,0,0,1,0
335,normal,male,vegan,more frequently,electricity,public,bus,often,294,very frequently,1043,medium,2,5,42,15,0,2801,0,1,0,0,1,1,0,1,1
336,obese,female,pescatarian,twice a day,electricity,private,petrol,often,52,frequently,9006,small,4,19,46,23,1,5547,0,1,1,0,0,0,0,0,0
337,obese,male,vegan,daily,natural gas,walk/bicycle,none,never,229,frequently,15,extra large,2,22,22,12,0,2343,0,0,1,0,1,1,1,0,1
338,obese,male,vegetarian,more frequently,natural gas,public,bus,often,291,never,1199,extra large,5,0,21,15,0,2232,0,1,1,0,1,1,1,1,0
339,obese,female,vegetarian,less frequently,coal,walk/bicycle,none,never,184,frequently,20,large,2,12,34,9,0,2309,0,0,1,1,1,1,0,1,1
340,underweight,male,vegan,more frequently,wood,private,diesel,sometimes,131,rarely,4058,extra large,3,11,14,17,0,2233,1,1,1,0,0,0,0,0,1
